year,building,kwh,gas_cuft
2011,Major,126400.0,0.0
2012,Major,133358.0,0.0
2013,Major,124624.0,0.0
2014,Major,100336.0,0.0
2015,Major,81760.0,0.0
2016,Major,79424.0,0.0
2017,Major,72624.0,0.0
2018,Major,125440.0,0.0
2019,Major,75200.0,0.0
2020,Major,0.0,0.0
2021,Major,73965.0,0.0
2022,Major,68380.0,0.0
2023,Major,70891.0,0.0
2024,Major,68855.0,0.0
2025,Major,70565.0,0.0
2003,McEwen D H,0.0,0.0
2004,McEwen D H,1033800.0,0.0
2005,McEwen D H,1073400.0,0.0
2006,McEwen D H,0.0,0.0
2007,McEwen D H,994200.0,0.0
2008,McEwen D H,971400.0,0.0
2009,McEwen D H,846600.0,0.0
2010,McEwen D H,736200.0,0.0
2011,McEwen D H,759000.0,0.0
2012,McEwen D H,783600.0,0.0
2013,McEwen D H,841200.0,0.0
2014,McEwen D H,897600.0,0.0
2015,McEwen D H,744600.0,0.0
2016,McEwen D H,688200.0,0.0
2017,McEwen D H,679200.0,0.0
2018,McEwen D H,772800.0,0.0
2019,McEwen D H,690600.0,0.0
2020,McEwen D H,607200.0,0.0
2021,McEwen D H,790200.0,0.0
2022,McEwen D H,640800.0,0.0
2023,McEwen D H,636600.0,0.0
2024,McEwen D H,690000.0,0.0
2025,McEwen D H,724800.0,0.0
2003,Mcintosh,0.0,0.0
2004,Mcintosh,190800.0,0.0
2005,Mcintosh,168000.0,0.0
2006,Mcintosh,0.0,0.0
2007,Mcintosh,146480.0,0.0
2008,Mcintosh,148312.0,0.0
2009,Mcintosh,129544.0,0.0
2010,Mcintosh,130176.0,0.0
2011,Mcintosh,126461.888,0.0
2012,Mcintosh,135680.0,0.0
2013,Mcintosh,123760.0,0.0
2014,Mcintosh,115360.0,0.0
2015,Mcintosh,0.0,0.0
2016,Mcintosh,83216.0,0.0
2017,Mcintosh,82480.0,0.0
2018,Mcintosh,73440.0,0.0
2019,Mcintosh,87104.0,0.0
2020,Mcintosh,72320.0,0.0
2021,Mcintosh,73596.0,0.0
2022,Mcintosh,76272.0,0.0
2023,Mcintosh,76928.0,0.0
2024,Mcintosh,81344.0,0.0
2025,Mcintosh,91296.0,0.0
2003,Milbank #1,0.0,0.0
2004,Milbank #1,589200.0,0.0
2005,Milbank #1,577200.0,0.0
2006,Milbank #1,0.0,0.0
2007,Milbank #1,590160.0,0.0
2008,Milbank #1,527760.0,0.0
2009,Milbank #1,487920.0,0.0
2010,Milbank #1,458880.0,0.0
2011,Milbank #1,480000.0,0.0
2012,Milbank #1,462000.0,0.0
2013,Milbank #1,512160.0,0.0
2014,Milbank #1,483360.0,0.0
2015,Milbank #1,515760.0,0.0
2016,Milbank #1,436320.0,0.0
2017,Milbank #1,527280.0,0.0
2018,Milbank #1,547200.0,0.0
2019,Milbank #1,580800.0,0.0
2020,Milbank #1,429840.0,0.0
2021,Milbank #1,535500.0,0.0
2022,Milbank #1,542640.0,0.0
2023,Milbank #1,522700.0,0.0
2024,Milbank #1,524640.0,0.0
2025,Milbank #1,564000.0,0.0
2003,Milbank #2,0.0,0.0
2004,Milbank #2,642960.0,0.0
2005,Milbank #2,693800.0,0.0
2006,Milbank #2,0.0,0.0
2007,Milbank #2,633369.0,0.0
2008,Milbank #2,583440.0,0.0
2009,Milbank #2,558000.0,0.0
2010,Milbank #2,542880.0,0.0
2011,Milbank #2,515520.0,0.0
2012,Milbank #2,490080.0,0.0
2013,Milbank #2,561840.0,0.0
2014,Milbank #2,532560.0,0.0
2015,Milbank #2,642480.0,0.0
2016,Milbank #2,521040.0,0.0
2017,Milbank #2,535920.0,0.0
2018,Milbank #2,614400.0,0.0
2019,Milbank #2,658560.0,0.0
2020,Milbank #2,510240.0,0.0
2021,Milbank #2,584880.0,0.0
2022,Milbank #2,610080.0,0.0
2023,Milbank #2,582960.0,0.0
2024,Milbank #2,588000.0,0.0
2025,Milbank #2,623040.0,0.0
2003,Minor Dorm,0.0,0.0
2004,Minor Dorm,176880.0,0.0
2005,Minor Dorm,182640.0,0.0
2006,Minor Dorm,0.0,0.0
2007,Minor Dorm,144464.0,0.0
2008,Minor Dorm,179392.0,0.0
2009,Minor Dorm,143953.0,0.0
2010,Minor Dorm,129072.0,0.0
2011,Minor Dorm,112684.0,0.0
2012,Minor Dorm,111392.0,0.0
2013,Minor Dorm,124852.0,0.0
2014,Minor Dorm,125832.0,0.0
2015,Minor Dorm,105192.0,0.0
2016,Minor Dorm,68720.0,0.0
2017,Minor Dorm,74272.0,0.0
2018,Minor Dorm,134953.0,0.0
2019,Minor Dorm,107512.0,0.0
2020,Minor Dorm,67440.0,0.0
2021,Minor Dorm,75776.0,0.0
2022,Minor Dorm,99744.0,0.0
2023,Minor Dorm,81472.0,0.0
2024,Minor Dorm,80856.0,0.0
2025,Minor Dorm,79696.0,0.0
2003,Minor Theater (80),0.0,0.0
2004,Minor Theater (80),43520.0,0.0
2005,Minor Theater (80),34000.0,0.0
2006,Minor Theater (80),0.0,0.0
2007,Minor Theater (80),41924.0,0.0
2008,Minor Theater (80),40560.0,0.0
2009,Minor Theater (80),41120.0,0.0
2010,Minor Theater (80),40720.0,0.0
2011,Minor Theater (80),34400.0,0.0
2012,Minor Theater (80),43760.0,0.0
2013,Minor Theater (80),44640.0,0.0
2014,Minor Theater (80),0.0,0.0
2015,Minor Theater (80),0.0,0.0
2016,Minor Theater (80),0.0,0.0
2017,Minor Theater (80),0.0,0.0
2018,Minor Theater (80),0.0,0.0
2019,Minor Theater (80),0.0,0.0
2003,North Court,0.0,0.0
2004,North Court,33801.0,0.0
2005,North Court,33865.0,0.0
2006,North Court,0.0,0.0
2007,North Court,26018.0,0.0
2008,North Court,27210.0,13019.0
2009,North Court,0.0,0.0
2003,North Dorm,0.0,0.0
2004,North Dorm,152340.0,0.0
2005,North Dorm,158700.0,0.0
2006,North Dorm,0.0,0.0
2007,North Dorm,0.0,0.0
2008,North Dorm,152520.0,0.0
2009,North Dorm,145500.0,0.0
2010,North Dorm,126780.0,0.0
2011,North Dorm,136760.0,0.0
2012,North Dorm,129060.0,0.0
2013,North Dorm,123900.0,0.0
2014,North Dorm,119820.0,0.0
2015,North Dorm,121740.0,0.0
2016,North Dorm,120420.0,0.0
2017,North Dorm,121920.0,0.0
2018,North Dorm,124200.0,0.0
2019,North Dorm,124320.0,0.0
2020,North Dorm,101760.0,0.0
2021,North Dorm,164820.0,0.0
2022,North Dorm,123300.0,0.0
2023,North Dorm,119520.0,0.0
2024,North Dorm,124260.0,0.0
2025,North Dorm,122880.0,0.0
2003,Old Chlorinator Hse.,0.0,0.0
2004,Old Chlorinator Hse.,0.0,0.0
2005,Old Chlorinator Hse.,17216.0,0.0
2006,Old Chlorinator Hse.,0.0,0.0
2007,Old Chlorinator Hse.,14797.0,0.0
2008,Old Chlorinator Hse.,11155.0,0.0
2009,Old Chlorinator Hse.,15159.0,0.0
2010,Old Chlorinator Hse.,12440.0,0.0
2011,Old Chlorinator Hse.,13569.0,0.0
2012,Old Chlorinator Hse.,10519.0,0.0
2013,Old Chlorinator Hse.,14108.0,0.0
2014,Old Chlorinator Hse.,14969.0,0.0
2015,Old Chlorinator Hse.,11499.0,0.0
2016,Old Chlorinator Hse.,10617.0,0.0
2017,Old Chlorinator Hse.,14103.0,0.0
2018,Old Chlorinator Hse.,16691.0,0.0
2019,Old Chlorinator Hse.,13344.0,0.0
2020,Old Chlorinator Hse.,12766.0,3931020.0
2021,Old Chlorinator Hse.,15540.0,0.0
2022,Old Chlorinator Hse.,16592.0,0.0
2023,Old Chlorinator Hse.,16607.0,0.0
2024,Old Chlorinator Hse.,11947.0,0.0
2025,Old Chlorinator Hse.,13062.0,0.0
2003,Root Dorm,0.0,0.0
2004,Root Dorm,272640.0,0.0
2005,Root Dorm,274080.0,0.0
2006,Root Dorm,0.0,0.0
2007,Root Dorm,232800.0,0.0
2008,Root Dorm,201600.0,0.0
2009,Root Dorm,210720.2,0.0
2010,Root Dorm,225360.0,0.0
2011,Root Dorm,216600.0,0.0
2012,Root Dorm,209520.0,0.0
2013,Root Dorm,256080.0,0.0
2014,Root Dorm,214800.0,0.0
2015,Root Dorm,196879.2,0.0
2016,Root Dorm,170640.0,0.0
2017,Root Dorm,150000.0,0.0
2018,Root Dorm,134400.0,0.0
2019,Root Dorm,127290.0,0.0
2020,Root Dorm,95600.0,0.0
2021,Root Dorm,147840.0,0.0
2022,Root Dorm,132000.0,0.0
2023,Root Dorm,137040.0,0.0
2024,Root Dorm,121440.0,0.0
2025,Root Dorm,138960.0,0.0
2003,Root Hall,0.0,0.0
2004,Root Hall,23120.0,0.0
2005,Root Hall,26960.0,0.0
2006,Root Hall,0.0,0.0
2007,Root Hall,24080.0,0.0
2008,Root Hall,20800.0,0.0
2009,Root Hall,14880.0,0.0
2010,Root Hall,13680.0,0.0
2011,Root Hall,14000.0,0.0
2012,Root Hall,15840.0,0.0
2013,Root Hall,14160.0,0.0
2014,Root Hall,15520.0,0.0
2015,Root Hall,23600.0,0.0
2016,Root Hall,33360.0,0.0
2017,Root Hall,33440.0,0.0
2018,Root Hall,33200.0,0.0
2019,Root Hall,31520.0,0.0
2020,Root Hall,34680.0,0.0
2021,Root Hall,27520.0,0.0
2022,Root Hall,4800.0,0.0
2023,Root Hall,0.0,0.0
2024,Root Hall,109421.0,0.0
2025,Root Hall,123210.0,0.0
2010,Sadove Campus Center,0.0,0.0
2011,Sadove Campus Center,567251.0,0.0
2012,Sadove Campus Center,539511.0,0.0
2013,Sadove Campus Center,613882.0,0.0
2014,Sadove Campus Center,519844.0,0.0
2015,Sadove Campus Center,610282.0,0.0
2016,Sadove Campus Center,601481.0,0.0
2017,Sadove Campus Center,621841.0,0.0
2018,Sadove Campus Center,559776.0,0.0
2019,Sadove Campus Center,680076.0,0.0
2020,Sadove Campus Center,643061.0,0.0
2021,Sadove Campus Center,784564.0,0.0
2022,Sadove Campus Center,755714.0,0.0
2023,Sadove Campus Center,754104.0,0.0
2024,Sadove Campus Center,692608.0,0.0
2025,Sadove Campus Center,681101.0,0.0
2003,Sage Rink,0.0,0.0
2004,Sage Rink,523320.0,0.0
2005,Sage Rink,499685.0,0.0
2006,Sage Rink,0.0,0.0
2007,Sage Rink,634624.0,0.0
2008,Sage Rink,488602.0,0.0
2009,Sage Rink,466627.0,0.0
2010,Sage Rink,423100.0,0.0
2011,Sage Rink,376480.0,0.0
2012,Sage Rink,349650.0,0.0
2013,Sage Rink,400820.0,0.0
2014,Sage Rink,0.0,0.0
2015,Sage Rink,524175.0,0.0
2016,Sage Rink,504849.0,0.0
2017,Sage Rink,571973.0,0.0
2018,Sage Rink,586658.0,0.0
2019,Sage Rink,714420.0,0.0
2020,Sage Rink,536935.0,0.0
2021,Sage Rink,751231.0,0.0
2022,Sage Rink,723275.0,0.0
2023,Sage Rink,1032707.0,0.0
2024,Sage Rink,1000042.0,0.0
2025,Sage Rink,930742.0,0.0
2003,Saunders Hse.,0.0,0.0
2004,Saunders Hse.,0.0,0.0
2005,Saunders Hse.,0.0,0.0
2006,Saunders Hse.,0.0,0.0
2007,Saunders Hse.,0.0,0.0
2008,Saunders Hse.,0.0,0.0
2009,Saunders Hse.,0.0,0.0
2003,Schambach,0.0,0.0
2004,Schambach,496500.0,0.0
2005,Schambach,536000.0,0.0
2006,Schambach,0.0,0.0
2007,Schambach,453500.0,0.0
2008,Schambach,404000.0,0.0
2009,Schambach,376500.0,0.0
2010,Schambach,351650.0,0.0
2011,Schambach,404500.0,0.0
2012,Schambach,429000.0,0.0
2013,Schambach,434000.0,0.0
2014,Schambach,347450.0,0.0
2015,Schambach,379000.0,0.0
2016,Schambach,355500.0,0.0
2017,Schambach,351500.0,0.0
2018,Schambach,397000.0,0.0
2019,Schambach,369500.0,0.0
2020,Schambach,281500.0,0.0
2021,Schambach,372000.0,0.0
2022,Schambach,372500.0,0.0
2023,Schambach,368500.0,0.0
2024,Schambach,383000.0,0.0
2025,Schambach,363000.0,0.0
2003,Science,0.0,0.0
2004,Science Center,0.0,0.0
2005,Science Center,0.0,0.0
2006,Science Center,0.0,0.0
2007,Science Center,6613000.0,0.0
2008,Science Center,6521000.0,0.0
2009,Science Center,6372000.0,0.0
2010,Science Center,6402000.0,0.0
2011,Science Center,5406000.0,0.0
2012,Science Center,5103000.0,0.0
2013,Science Center,4094000.0,0.0
2014,Science Center,0.0,0.0
2015,Science Center,0.0,0.0
2016,Science Center,5961980.0,0.0
2017,Science Center,4843766.93,0.0
2018,Science Center,5974480.0,0.0
2019,Science Center,5938045.0,0.0
2020,Science Center,9415150.0,0.0
2021,Science Facility,5680320.0,0.0
2022,Science Facility,5516230.0,0.0
2023,Science Facility,5897290.0,0.0
2024,Science Facility,6142890.0,0.0
2025,Science Facility,5421730.0,0.0
2003,Solar Classroom,0.0,0.0
2004,Solar Classroom,8545.0,0.0
2005,Solar Classroom,9117.0,0.0
2006,Solar Classroom,0.0,0.0
2007,Solar Classroom,9126.0,0.0
2008,Solar Classroom,11231.0,0.0
2009,Solar Classroom,10508.0,0.0
2010,Solar Classroom,8973.0,0.0
2011,Solar Classroom,9790.0,0.0
2012,Solar Classroom,8549.0,0.0
2013,Solar Classroom,11509.0,0.0
2014,Solar Classroom,8927.0,0.0
2015,Solar Classroom,8211.0,0.0
2016,Solar Classroom,28805.0,0.0
2017,Solar Classroom,9873.0,0.0
2018,Solar Classroom,10275.0,0.0
2019,Solar Classroom,11647.0,0.0
2020,Solar Classroom,11006.0,0.0
2021,Solar Classroom,9725.0,0.0
2022,Solar Classroom,10791.0,0.0
2023,Solar Classroom,11397.0,0.0
2024,Solar Classroom,11637.0,0.0
2025,Solar Classroom,12455.0,0.0
2003,South Dorm,0.0,0.0
2004,South Dorm,0.0,0.0
2005,South Dorm,0.0,0.0
2006,South Dorm,0.0,0.0
2007,South Dorm,0.0,0.0
2008,South Dorm,0.0,0.0
2009,South Dorm,0.0,0.0
2010,South Dorm,0.0,0.0
2011,South Dorm,0.0,0.0
2012,South Dorm,0.0,0.0
2013,South Dorm,0.0,0.0
2014,South Dorm,0.0,0.0
2015,South Dorm,0.0,0.0
2016,South Dorm,0.0,0.0
2017,South Dorm,0.0,0.0
2018,South Dorm,0.0,0.0
2019,South Dorm,0.0,0.0
2003,Spencer House,0.0,0.0
2004,Spencer House,101195.0,0.0
2005,Spencer House,111710.0,0.0
2006,Spencer House,0.0,0.0
2007,Spencer House,111332.0,0.0
2008,Spencer House,104974.0,0.0
2009,Spencer House,111483.0,0.0
2010,Spencer House,104932.0,0.0
2011,Spencer House,97053.0,0.0
2012,Spencer House,100923.0,0.0
2013,Spencer House,89178.0,0.0
2014,Spencer House,76058.0,0.0
2015,Spencer House,0.0,0.0
2016,Spencer House,73608.0,0.0
2017,Spencer House,0.0,0.0
2018,Spencer House,70584.0,0.0
2019,Spencer House,74087.0,0.0
2020,Spencer House,62166.0,0.0
2021,Spencer House,57236.0,0.0
2022,Spencer House,67379.0,0.0
2023,Spencer House,67463.0,0.0
2024,Spencer House,67865.0,0.0
2025,Spencer House,66687.0,0.0
2014,T S A,0.0,0.0
2004,Wally J. (98 CHR),56592.0,0.0
2006,Wally J. (98 CHR),0.0,0.0
2007,Wally J. (98 CHR),42948.0,0.0
2008,Wally J. (98 CHR),41758.0,0.0
2009,Wally J. (98 CHR),38718.0,0.0
2010,Wally J. (98 CHR),34776.0,0.0
2011,Wally J. (98 CHR),33066.0,0.0
2012,Wally J. (98 CHR),37512.0,0.0
2013,Wally J. (98 CHR),34812.0,0.0
2014,Wally J. (98 CHR),24218.0,0.0
2015,Wally J. (98 CHR),23778.0,0.0
2016,Wally J. (98 CHR),24138.0,0.0
2017,Wally J. (98 CHR),23778.0,0.0
2018,Wally J. (98 CHR),0.0,0.0
2019,Wally J. (98 CHR),28674.0,0.0
2020,Wally J. (98 CHR),26222.0,0.0
2021,Wally J. (98 CHR),30612.0,0.0
2022,Wally J. (98 CHR),33922.0,0.0
2023,Wally J. (98 CHR),30417.0,0.0
2024,Wally J. (98 CHR),28786.0,0.0
2025,Wally J. (98 CHR),33831.0,0.0
2005,Wally J.(98 CHR),52092.0,0.0
2012,Wellin Art Museum,0.0,0.0
2013,Wellin Art Museum,691033.692,0.0
2014,Wellin Art Museum,891403.77,0.0
2015,Wellin Art Museum,745869.71,0.0
2016,Wellin Art Museum,796487.29,0.0
2017,Wellin Art Museum,780644.67,0.0
2018,Wellin Art Museum,777069.0,0.0
2019,Wellin Art Museum,0.0,0.0
2020,Wellin Art Museum,1088313.42,0.0
2021,Wellin Art Museum,803345.6900000001,0.0
2022,Wellin Art Museum,910077.25,0.0
2023,Wellin Art Museum,865931.79,0.0
2024,Wellin Art Museum,858336.84,0.0
2025,Wellin Art Museum,0.0,0.0
2005,Wertimer House,0.0,0.0
2006,Wertimer House,0.0,0.0
2007,Wertimer House,124107.2,0.0
2008,Wertimer House,87463.8,0.0
2009,Wertimer House,86478.8,0.0
2010,Wertimer House,19185.0,0.0
2011,Wertimer House,0.0,0.0
2012,Wertimer House,0.0,0.0
2013,Wertimer House,0.0,0.0
2014,Wertimer House,0.0,0.0
2015,Wertimer House,0.0,0.0
2016,Wertimer House,88512.0,0.0
2017,Wertimer House,92161.2,0.0
2018,Wertimer House,95847.2,0.0
2019,Wertimer House,82375.3,0.0
2020,Wertimer House,50121.6,0.0
2021,Wertimer House,81946.6,0.0
2022,Wertimer House,87974.4,0.0
2023,Wertimer House,88167.2,0.0
2024,Wertimer House,152495.6,0.0
2025,Wertimer House,90613.2,0.0
2003,Woollcott,0.0,0.0
2004,Woollcott,0.0,0.0
2005,Woollcott,65666.0,0.0
2006,Woollcott,0.0,0.0
2007,Woollcott,38969.0,0.0
2008,Woollcott,38329.0,0.0
2009,Woollcott,43573.0,0.0
2010,Woollcott,39565.0,0.0
2011,Woollcott,42597.0,0.0
2012,Woollcott,38414.0,0.0
2013,Woollcott,48822.0,0.0
2014,Woollcott,43804.0,0.0
2015,Woollcott,50866.0,0.0
2016,Woollcott,40458.0,0.0
2017,Woollcott,41722.0,0.0
2018,Woollcott,40918.0,0.0
2019,Woollcott,44820.0,0.0
2020,Woollcott,35333.0,0.0
2021,Woollcott,42186.0,0.0
2022,Woollcott,42089.0,0.0
2023,Woollcott,47024.0,0.0
2024,Woollcott,54548.0,0.0
2025,Woollcott,48038.0,0.0
